Crop,Temperature,Rainfall,Humidity
Black Gram,34,60,72
Maize,32,77,66
SugarCane,33,258,72
Green gram,35,69,65
Groundnut,35,84,72
Millet,34,26,65
Gram,33,40,67
Mustard,32,43,66
SugarCane,34,257,73
Maize,34,72,71
Mustard,33,40,65
Sorghum,35,50,70
SugarCane,33,272,67
Gram,33,39,74
Maize,34,78,66
Green gram,35,71,65
Wheat,34,73,75
Green gram,32,77,70
Gram,32,40,74
Millet,34,33,71
Mustard,34,40,70
Wheat,35,63,70
Maize,34,60,74
Maize,34,76,65
Maize,34,50,69
Mustard,35,42,71
Gram,35,36,73
Mustard,34,37,70
Barley,33,46,66
Gram,33,35,66
Rice,32,150,69
Sunflower,33,74,71
Barley,33,49,70
Sorghum,35,45,69
Barley,32,37,74
Soybean,35,62,65
Rice,32,111,65
Barley,34,36,68
SugarCane,32,251,65
Black Gram,34,45,67
Cotton,33,56,72
Mustard,33,38,70
Groundnut,33,100,69
Field Pea,32,50,74
Sorghum,34,40,65
Mustard,34,41,67
Mustard,35,43,69
Groundnut,33,81,74
Rap seed,32,37,65
Green gram,32,76,74
Gram,33,36,67
Rice,35,101,67
Wheat,34,88,71
Black Gram,34,58,65
Sunflower,33,110,65
Black Gram,33,55,72
Maize,34,60,70
Field Pea,32,42,65
Maize,32,54,67
Cotton,34,58,65
Soybean,34,62,70
Groundnut,32,86,72
Rap seed,33,44,66
Sorghum,34,57,71
Millet,35,30,69
Cotton,32,64,68
Black Gram,32,43,72
Mustard,34,45,69
Gram,35,41,65
Soybean,35,63,65
Wheat,32,62,75
Barley,35,49,68
Field Pea,33,55,71
Field Pea,34,53,69
Sunflower,33,34,72
Rap seed,35,39,69
Sorghum,35,51,71
Barley,34,50,70
Rice,32,115,71
Green gram,34,67,72
SugarCane,33,261,71
SugarCane,32,260,65
Field Pea,35,60,74
Rap seed,34,43,73
Mustard,35,35,66
Black Gram,33,59,70
Rice,32,134,70
Wheat,33,68,65
Mustard,33,35,73
Barley,35,40,68
Green gram,32,79,67
Field Pea,32,53,70
Groundnut,35,96,72
Wheat,35,82,69
Soybean,33,75,73
Groundnut,35,88,73
Millet,32,25,67
Sunflower,34,75,66
Field Pea,35,53,73
Green gram,32,65,69
Sunflower,34,57,69
Green gram,33,66,74
SugarCane,32,265,72
Green gram,34,69,74
Gram,34,38,66
Green gram,33,76,69
Millet,32,33,68
Soybean,34,60,71
Cotton,32,65,72
Soybean,33,61,74
Rice,34,136,65
Black Gram,34,55,67
Soybean,34,67,71
Sunflower,35,131,73
Sorghum,35,41,73
Groundnut,32,72,75
Barley,33,48,74
Field Pea,32,55,74
Cotton,35,70,65
Sorghum,35,58,72
Rice,34,106,67
SugarCane,34,255,68
Rice,34,123,71
Soybean,33,68,74
Sorghum,32,45,68
Mustard,34,35,65
Maize,35,50,65
Field Pea,34,43,75
Barley,32,37,74
Soybean,35,61,74
Gram,32,36,72
Sorghum,32,44,70
Rice,35,149,66
Sunflower,33,98,71
Rice,35,131,73
Sorghum,33,55,72
Sorghum,33,51,69
Maize,34,53,65
Cotton,32,63,72
Black Gram,34,52,68
Black Gram,34,58,70
Maize,35,60,74
Rap seed,32,42,68
Rap seed,35,45,73
Millet,34,32,70
Green gram,32,75,70
Soybean,33,69,65
Groundnut,34,98,68
Millet,32,26,74
Mustard,34,42,65
Sunflower,32,113,72
Groundnut,33,80,69
Wheat,35,63,68
Sorghum,32,41,65
SugarCane,34,265,72
Rap seed,33,36,70
Cotton,32,60,65
Sunflower,35,35,74
Rice,32,131,69
Soybean,32,65,68
Millet,35,35,75
Cotton,34,66,71
Green gram,35,63,72
Barley,34,40,71
Mustard,33,36,75
Soybean,32,75,66
Groundnut,32,97,65
Barley,33,47,73
Gram,34,36,72
Millet,35,27,66
Wheat,33,89,73
SugarCane,35,278,66
Rice,35,116,67
Rap seed,33,44,67
Rap seed,33,45,71
Barley,35,47,68
Millet,33,27,70
Green gram,32,64,65
Mustard,35,35,65
Cotton,35,60,68
Groundnut,35,67,68
Groundnut,33,67,75
Gram,32,43,66
Soybean,34,67,70
Millet,35,30,65
Rice,35,111,69
Soybean,33,69,71
Green gram,35,70,74
Black Gram,33,44,66
Sorghum,33,47,69
Maize,33,66,75
Field Pea,33,47,72
Sorghum,35,48,74
Rice,33,134,75
Groundnut,35,61,71
Millet,35,32,66
Maize,35,56,69
Gram,32,42,70
Sorghum,33,54,73
Sunflower,34,137,67
Green gram,32,78,75
Sorghum,33,46,75
Sorghum,35,53,72
Rap seed,32,36,69
Gram,32,39,68
SugarCane,33,272,74
Gram,35,39,71
Mustard,35,43,72
Black Gram,34,53,71
Field Pea,33,42,67
Black Gram,35,46,65
Black Gram,34,58,70
Gram,35,41,67
Black Gram,33,40,74
Cotton,33,51,71
SugarCane,34,296,67
Sunflower,34,136,68
Sorghum,35,50,73
Gram,33,45,67
Wheat,33,83,69
Groundnut,34,83,73
Barley,32,41,70
SugarCane,34,279,66
Gram,35,45,72
Mustard,32,43,73
Rice,34,146,68
SugarCane,34,274,75
Sorghum,33,60,65
Groundnut,35,54,66
Millet,35,31,65
Rap seed,34,45,71
SugarCane,35,260,71
Maize,35,52,70
Wheat,33,67,75
Rice,32,144,71
Sorghum,34,45,75
Maize,32,65,70
Sorghum,33,56,73
Mustard,33,43,73
Wheat,33,62,75
Field Pea,34,44,72
Field Pea,33,45,69
Field Pea,35,40,70
Groundnut,35,66,72
Gram,32,35,71
SugarCane,33,295,74
Rap seed,35,41,65
Green gram,33,61,69
Wheat,32,87,69
Rice,35,105,68
Wheat,35,68,68
Gram,32,40,65
Millet,33,29,66
Millet,34,29,75
SugarCane,32,268,67
Rice,33,143,69
SugarCane,34,279,65
Sunflower,33,120,70
Groundnut,32,67,68
Barley,33,49,73
Sorghum,34,58,73
Wheat,32,72,75
Soybean,34,67,70
Rap seed,33,37,74
Rap seed,35,36,69
Soybean,35,71,71
Rice,34,121,66
Sorghum,33,50,70
Rap seed,32,37,74
Soybean,32,71,70
Barley,34,36,68
Black Gram,35,58,70
Sorghum,35,45,67
Rice,32,128,71
Black Gram,35,50,72
Rice,33,100,74
SugarCane,33,250,71
Cotton,35,50,73
Rap seed,34,37,70
Rice,34,139,74
Sunflower,34,35,73
Maize,33,50,69
Rice,35,116,75
Black Gram,35,40,67
Maize,32,56,66
Rap seed,33,37,65
Barley,33,42,71
Rice,34,117,67
Millet,35,28,70
Black Gram,33,48,66
SugarCane,33,250,70
Sorghum,35,50,69
Sorghum,33,56,68
Rice,33,140,75
Groundnut,34,79,75
Wheat,32,76,74
Gram,32,39,71
Millet,34,31,68
Groundnut,35,53,71
Cotton,35,61,68
Rap seed,35,35,72
Groundnut,35,93,74
Sunflower,33,106,70
Barley,32,35,69
Groundnut,33,97,74
Wheat,34,72,67
Groundnut,35,94,66
Sunflower,35,123,69
Rap seed,34,45,69
Green gram,32,71,65
Maize,32,56,72
Maize,35,62,71
Cotton,32,61,67
Millet,32,29,73
Cotton,33,64,70
SugarCane,34,296,71
Millet,32,34,75
Groundnut,33,77,70
Maize,35,65,66
Cotton,34,67,65
Field Pea,34,47,73
Field Pea,35,54,65
Rice,32,123,68
Green gram,32,72,75
Soybean,33,68,72
SugarCane,35,275,73
Gram,34,44,75
Groundnut,35,71,65
Sorghum,35,59,68
Cotton,33,54,75
SugarCane,35,261,73
Black Gram,32,45,69
Mustard,34,38,69
Rice,35,146,66
SugarCane,34,272,71
Black Gram,32,42,67
Sunflower,33,107,72
Maize,35,69,66
Sunflower,34,32,75
Groundnut,32,77,71
Soybean,33,72,75
Maize,32,76,72
Sorghum,35,59,69
Green gram,33,64,73
Millet,32,30,68
Mustard,33,42,75
Rice,35,104,72
Black Gram,33,56,66
Soybean,35,62,72
Mustard,33,38,74
Wheat,34,90,71
SugarCane,33,252,71
Soybean,34,68,69
Groundnut,33,77,73
Wheat,35,60,72
SugarCane,33,288,65
Black Gram,35,52,74
Green gram,35,77,65
Sorghum,35,40,73
Soybean,35,68,69
Rice,32,124,65
Sunflower,33,113,68
Field Pea,33,49,73
Millet,33,30,73
Millet,35,28,68
Mustard,32,40,69
Black Gram,35,41,72
Soybean,35,64,73
Maize,35,70,65
Gram,32,41,67
Black Gram,32,46,65
Millet,34,29,67
Cotton,35,66,68
Field Pea,35,46,68
Millet,34,27,66
Rap seed,34,43,74
Black Gram,35,46,72
Black Gram,33,52,75
Green gram,33,66,70
Rap seed,35,37,65
Soybean,33,62,68
Rap seed,35,43,71
Green gram,33,79,73
Rice,32,123,75
SugarCane,33,292,72
Sorghum,33,40,74
Barley,35,43,69
Soybean,32,66,75
Soybean,34,69,66
Cotton,32,63,66
Soybean,32,62,74
Barley,34,43,74
Barley,32,35,73
Rap seed,34,42,67
Maize,33,57,75
Maize,32,57,66
Gram,32,42,74
Field Pea,33,41,75
SugarCane,33,296,70
Rap seed,34,40,67
Rice,34,142,71
Black Gram,32,41,73
SugarCane,34,294,72
Sorghum,34,44,72
Green gram,34,64,68
SugarCane,34,255,65
Black Gram,32,42,67
SugarCane,34,280,73
Maize,34,53,75
Maize,33,51,73
Millet,35,33,71
Sorghum,33,41,75
SugarCane,33,269,69
Groundnut,32,72,74
Sorghum,33,42,73
Millet,32,35,66
Soybean,33,65,71
Wheat,32,63,66
Soybean,32,75,70
Field Pea,35,50,65
Barley,34,37,73
Rice,34,147,69
Gram,34,38,71
Field Pea,34,55,72
Black Gram,32,54,73
Cotton,35,59,67
Green gram,33,63,67
Barley,32,44,68
Rap seed,35,35,69
Sunflower,32,52,74
Mustard,33,35,66
Mustard,32,41,66
Rap seed,32,38,69
SugarCane,34,288,75
Black Gram,33,53,67
Mustard,33,44,74
Wheat,32,72,65
Millet,34,34,70
Field Pea,33,51,69
Soybean,32,66,65
Cotton,35,68,73
Millet,32,26,69
Sorghum,33,58,73
Cotton,33,68,74
Cotton,32,52,65
Barley,34,48,68
Mustard,35,35,74
Field Pea,33,46,73
Mustard,35,35,73
Rap seed,35,38,72
Rap seed,34,37,69
Sorghum,35,44,69
Rap seed,32,37,72
Sunflower,32,31,70
Rice,33,143,66
Gram,32,44,74
Gram,35,39,69
Cotton,32,68,70
Sorghum,32,44,71
Mustard,32,38,65
Sorghum,34,55,69
Millet,33,32,68
Cotton,34,65,67
Field Pea,33,44,71
Sorghum,32,44,73
Maize,33,70,75
Rap seed,33,39,66
Rice,34,103,74
Sorghum,33,58,71
Mustard,34,37,72
Millet,32,28,67
Rap seed,34,42,70
Wheat,32,65,66
SugarCane,33,275,68
Soybean,35,71,71
Sorghum,32,43,71
Field Pea,34,49,71
Sunflower,33,117,72
Rap seed,35,35,72
Black Gram,33,52,68
Sunflower,34,147,68
Rice,33,131,75
Sorghum,34,54,73
Barley,35,49,72
Millet,33,32,67
Wheat,33,65,65
Millet,35,29,72
Sunflower,34,138,71
Rap seed,33,43,71
Field Pea,34,49,69
Green gram,34,71,75
Groundnut,35,73,69
Soybean,34,61,71
Field Pea,33,50,75
SugarCane,35,256,65
Maize,34,52,73
Mustard,32,40,68
Barley,35,42,74
Soybean,32,62,75
Rice,35,139,71
Mustard,35,45,70
Field Pea,33,40,72
Wheat,32,66,73
Sorghum,32,49,67
Barley,35,41,70
Gram,33,40,71
Groundnut,32,67,67
Cotton,32,68,71
Rap seed,35,45,74
Black Gram,32,53,69
Field Pea,35,59,73
Gram,34,43,67
Cotton,33,66,69
Sunflower,35,99,75
Cotton,35,63,68
Black Gram,33,58,72
Wheat,33,64,72
Millet,35,29,73
Barley,34,42,68
Green gram,35,79,71
Black Gram,32,43,73
Sunflower,35,65,70
SugarCane,35,293,71
Gram,34,37,68
Maize,33,79,70
Sorghum,34,51,67
Cotton,35,55,67
Black Gram,32,52,66
Rice,33,126,73
Black Gram,34,48,65
Maize,34,66,65
Sunflower,34,76,67
Rap seed,32,37,73
Maize,33,73,75
Field Pea,35,47,73
Field Pea,34,50,75
Field Pea,35,52,69
Soybean,32,70,66
Cotton,34,55,67
Rice,32,128,70
Millet,34,30,68
Field Pea,34,55,75
Field Pea,35,53,70
Soybean,34,71,71
Soybean,35,71,67
Groundnut,35,75,71
Barley,35,42,72
Sorghum,33,43,66
Cotton,32,60,71
Soybean,32,72,67
Maize,32,59,75
Rap seed,35,43,66
Sunflower,33,131,68
Black Gram,33,59,75
Black Gram,33,58,68
Sorghum,34,60,75
Sunflower,35,96,70
Maize,33,53,71
Green gram,32,74,66
Field Pea,35,60,67
Rice,32,132,71
SugarCane,33,286,66
Green gram,34,60,66
Sorghum,32,43,72
SugarCane,35,253,72
Groundnut,32,55,65
Green gram,35,64,67
Groundnut,33,68,68
Sunflower,34,109,70
Rap seed,35,36,75
Green gram,32,79,71
Barley,35,36,67
Black Gram,33,49,75
Cotton,33,66,66
Sunflower,33,102,72
Millet,34,30,68
Black Gram,35,57,75
Cotton,33,69,74
Wheat,33,67,71
Field Pea,32,60,72
Sunflower,32,48,74
SugarCane,33,252,68
SugarCane,34,270,66
Sunflower,33,120,67
Field Pea,34,44,65
Field Pea,32,52,70
Black Gram,33,57,65
Wheat,32,76,71
Rap seed,32,43,65
Millet,32,32,71
Maize,33,80,70
Green gram,33,69,65
Barley,35,35,73
Soybean,34,75,66
Maize,33,58,70
Field Pea,33,53,74
Black Gram,34,44,65
Millet,32,28,66
Maize,32,68,68
Cotton,32,67,69
Cotton,34,58,70
Black Gram,33,46,72
Cotton,33,68,70
Black Gram,34,55,66
Field Pea,34,52,70
Gram,34,37,71
Soybean,33,67,73
Sorghum,34,42,73
Black Gram,32,45,70
Groundnut,34,71,68
Green gram,32,61,75
Green gram,35,62,68
Rap seed,35,40,75
Mustard,34,41,72
Soybean,34,74,71
Soybean,35,62,69
Barley,33,47,67
Millet,34,28,67
Rice,33,131,67
Sorghum,32,49,66
SugarCane,33,252,69
Barley,34,37,73
Wheat,32,88,65
Rice,33,103,74
Wheat,32,64,70
Soybean,32,75,65
Rap seed,32,38,68
Green gram,35,79,74
Green gram,32,78,67
Soybean,34,74,71
Green gram,33,76,75
Rice,35,149,68
Wheat,33,83,73
Rice,32,103,66
Sorghum,32,53,66
Mustard,34,40,68
Sorghum,32,56,66
Cotton,34,70,72
Field Pea,33,58,72
Millet,32,33,65
Soybean,34,63,67
Mustard,32,39,70
Groundnut,35,75,66
Mustard,32,40,65
Groundnut,35,94,71
Sorghum,35,47,71
Millet,32,27,70
Wheat,34,76,74
Rap seed,34,40,75
Rice,35,142,68
Barley,32,50,66
Mustard,34,42,65
Maize,32,58,66
Wheat,33,71,71
Millet,34,31,65
Maize,32,54,75
Field Pea,35,43,71
Rap seed,32,39,71
Wheat,35,85,72
Field Pea,32,41,70
Soybean,32,74,72
Green gram,35,61,68
Rice,33,144,65
SugarCane,35,279,74
Green gram,34,64,72
Soybean,35,65,67
SugarCane,32,283,66
Groundnut,35,100,71
Gram,34,35,66
Wheat,32,71,69
Field Pea,33,60,72
Sunflower,33,31,75
Sorghum,35,47,72
Black Gram,34,55,69
Rice,34,112,70
Barley,35,47,73
Green gram,35,76,66
Cotton,32,57,69
Barley,35,40,70
Green gram,33,63,66
Field Pea,35,53,65
Green gram,32,64,74
Wheat,33,79,70
Maize,34,70,65
SugarCane,32,294,71
Gram,34,43,69
Mustard,32,44,69
Soybean,34,74,67
Field Pea,35,52,73
Soybean,33,75,75
Green gram,33,60,74
Black Gram,32,40,71
Millet,34,35,68
Sunflower,34,148,72
Cotton,33,51,69
Rice,33,150,74
Black Gram,33,54,72
Mustard,34,35,75
Rice,32,101,74
Sunflower,32,51,65
Barley,34,43,70
Soybean,32,74,69
Rice,32,104,65
Rice,34,123,74
Green gram,34,74,72
Maize,32,66,67
Cotton,33,58,66
SugarCane,33,262,72
Rice,33,117,66
Cotton,32,63,71
Soybean,32,63,74
Mustard,32,44,74
Groundnut,33,94,74
Wheat,33,63,67
Groundnut,33,56,67
SugarCane,35,281,74
Rice,32,126,72
Maize,33,73,72
Millet,33,29,70
Mustard,32,43,69
Groundnut,34,96,67
Soybean,32,66,65
Millet,35,27,75
Barley,32,46,68
Rice,32,129,71
Black Gram,35,56,74
Cotton,33,62,68
Sorghum,33,57,73
Wheat,32,80,72
Millet,33,34,67
Mustard,34,35,75
Maize,33,62,70
Sorghum,34,43,72
Rap seed,35,45,68
Barley,32,40,70
SugarCane,34,283,69
Black Gram,32,41,72
Green gram,32,76,71
Mustard,34,37,75
Sunflower,33,94,72
Millet,32,25,72
Mustard,35,43,73
Mustard,33,40,67
Sunflower,32,148,66
Field Pea,32,54,75
Mustard,35,38,74
Millet,32,25,65
Rice,34,100,70
Rice,34,136,75
Barley,35,35,72
Sorghum,34,40,67
Maize,34,74,67
Soybean,35,61,74
Sorghum,34,48,70
Rap seed,35,35,72
Field Pea,34,46,65
Rap seed,34,43,66
Sunflower,32,79,68
Rice,32,112,68
Green gram,33,60,66
Wheat,34,85,69
Sorghum,32,60,67
Cotton,35,53,68
Cotton,35,63,72
Gram,35,45,71
Black Gram,34,41,68
Barley,34,47,72
Rice,33,126,72
Rap seed,33,41,69
Soybean,35,66,74
Field Pea,35,43,71
Millet,35,31,67
Groundnut,35,70,75
Field Pea,35,51,66
Gram,34,37,71
Green gram,32,70,71
Soybean,32,61,69
Field Pea,35,46,71
Maize,34,65,72
Rice,32,125,68
Green gram,32,72,70
Black Gram,34,59,65
Sorghum,33,49,74
Barley,32,43,65
Sunflower,34,59,69
Green gram,33,66,68
Cotton,32,51,70
Barley,33,40,71
Green gram,33,75,70
Cotton,35,59,72
Sunflower,32,52,70
Wheat,32,85,66
Rice,32,129,67
SugarCane,33,271,72
Rice,35,141,65
Sunflower,35,115,68
Sunflower,32,120,71
Green gram,32,78,66
Wheat,32,82,67
Cotton,33,69,69
Soybean,34,62,67
SugarCane,35,289,66
Maize,32,69,73
Soybean,32,67,74
Maize,34,78,67
Soybean,32,62,74
Field Pea,32,50,65
Wheat,33,65,73
Barley,35,47,74
Rap seed,33,43,65
Soybean,32,66,66
Black Gram,35,58,67
Rice,35,133,71
Rap seed,33,45,72
Millet,33,28,71
Rap seed,32,41,75
Gram,34,45,65
Mustard,32,36,75
Rice,35,145,71
Cotton,33,52,65
Wheat,32,75,68
Black Gram,35,43,66
Maize,35,50,73
Soybean,32,69,68
Green gram,34,73,65
Sunflower,34,68,75
Millet,32,28,68
Cotton,34,56,65
Barley,35,42,74
Mustard,32,38,73
Groundnut,32,79,67
Cotton,32,57,65
Wheat,34,75,74
Field Pea,34,53,67
Field Pea,32,55,75
Cotton,32,67,65
Black Gram,33,60,67
Millet,33,28,68
Rice,34,105,68
Gram,32,38,70
SugarCane,34,287,69
Cotton,33,57,75
Soybean,35,73,69
Field Pea,35,45,74
Sorghum,35,53,73
Maize,32,71,65
Groundnut,32,86,74
Cotton,33,68,69
Barley,34,36,69
Wheat,35,89,68
Black Gram,35,55,69
Black Gram,34,45,74
Rice,32,131,75
Green gram,33,74,70
Field Pea,35,47,68
Field Pea,34,46,71
Rice,34,146,71
Field Pea,34,47,74
Black Gram,35,50,73
Wheat,34,87,74
SugarCane,33,260,72
Green gram,33,69,72
Black Gram,32,60,72
Rice,32,149,66
Wheat,34,86,69
Rice,35,140,73
Gram,34,40,70
Soybean,34,69,73
Black Gram,34,40,67
Sunflower,33,73,69
Field Pea,34,59,74
Rap seed,33,43,66
Field Pea,32,53,70
Cotton,34,54,71
Millet,34,25,73
Gram,33,37,65
Wheat,33,68,66
Millet,32,28,69
Wheat,35,77,75
Cotton,33,51,68
Groundnut,33,84,73
Millet,34,31,71
Sunflower,33,68,72
SugarCane,35,287,73
Gram,32,44,73
Gram,33,42,69
Groundnut,32,82,65
Cotton,34,66,75
Groundnut,34,100,74
Mustard,32,35,73
Wheat,32,60,65
Rap seed,32,38,69
Black Gram,33,47,69
Mustard,32,39,74
Gram,34,39,69
Field Pea,33,53,75
Field Pea,34,48,66
Millet,33,35,71
Rap seed,33,39,72
Mustard,33,40,65
Black Gram,32,56,68
Field Pea,33,46,65
Sorghum,33,57,67
Rap seed,35,44,68
Sunflower,35,98,71
Maize,34,79,67
Wheat,34,76,68
Gram,32,45,73
Maize,35,75,65
Gram,32,36,72
Black Gram,32,45,75
Cotton,34,57,75
Millet,34,35,70
Cotton,34,53,73
Green gram,34,75,68
Groundnut,33,72,69
Groundnut,32,87,71
Groundnut,32,61,65
Rice,33,101,71
Sunflower,32,111,67
Rap seed,32,36,65
Field Pea,32,44,75
Barley,34,48,70
Rap seed,33,37,71
Mustard,35,43,72
Cotton,34,65,73
Green gram,35,67,65
Millet,35,31,65
Rice,34,103,70
SugarCane,33,282,71
Rice,32,148,66
Wheat,34,62,68
Cotton,35,53,73
Green gram,34,60,72
Sorghum,34,57,67
Mustard,32,38,68
Soybean,33,74,67
Mustard,34,40,68
Gram,33,40,74
Millet,32,27,65
Maize,34,72,75
Wheat,34,75,67
Mustard,34,44,71
Gram,32,43,71
Sorghum,35,42,66
Mustard,35,41,69
Gram,32,41,71
Groundnut,32,89,73
Groundnut,35,74,68
SugarCane,34,271,72
Wheat,32,89,70
Rice,35,136,69
Rice,32,106,65
Barley,32,41,72
Barley,34,41,68
Field Pea,32,55,73
Green gram,32,60,70
Field Pea,32,56,69
Groundnut,33,57,71
Groundnut,33,95,71
Soybean,33,75,74
Cotton,34,60,69
Soybean,35,66,66
Rap seed,34,39,67
Millet,34,35,71
Wheat,32,74,72
Black Gram,35,60,71
Field Pea,32,40,67
Barley,34,46,75
SugarCane,32,272,74
Mustard,32,43,65
Maize,33,79,71
Maize,32,53,73
Sunflower,35,113,71
Groundnut,35,81,69
Field Pea,32,42,69
Sunflower,34,126,68
Green gram,32,75,73
Barley,33,50,65
Maize,34,57,65
Soybean,32,74,72
SugarCane,35,300,65
Black Gram,33,43,65
Millet,34,26,75
Maize,32,53,71
Sunflower,33,115,74
Wheat,32,89,65
Barley,33,35,73
SugarCane,33,284,72
Millet,34,26,68
Maize,33,80,69
Mustard,32,43,67
Maize,34,57,70
Wheat,33,70,66
Rap seed,33,38,65
Gram,35,41,75
Soybean,34,64,75
SugarCane,33,288,71
Groundnut,35,70,75
Rap seed,32,40,74
Mustard,33,37,72
Mustard,35,35,69
Mustard,32,41,69
Rice,32,114,65
Cotton,33,63,70
Sunflower,34,130,70
Sorghum,34,46,67
Rap seed,34,41,72
Rice,33,116,69
Rap seed,33,40,65
Millet,35,29,74
Green gram,33,64,67
Black Gram,33,43,70
Rap seed,35,42,72
Sorghum,34,56,67
Mustard,34,44,72
SugarCane,33,288,73
Rice,34,133,68
Cotton,33,56,69
Sunflower,33,87,69
Millet,34,34,72
Sorghum,34,50,73
Mustard,32,41,71
Gram,32,45,73
Maize,34,76,65
Wheat,35,74,69
SugarCane,35,253,69
Green gram,33,66,69
Cotton,35,52,66
Soybean,34,63,65
Soybean,34,64,74
Sunflower,34,76,73
Mustard,35,42,72
Green gram,32,62,70
Rap seed,33,45,75
Black Gram,32,47,71
Wheat,34,77,65
SugarCane,35,262,71
Green gram,34,78,68
Millet,35,26,72
Millet,35,30,75
SugarCane,32,254,66
Green gram,35,76,65
Rice,32,132,70
Mustard,35,45,72
Cotton,35,53,73
Groundnut,32,72,75
Soybean,32,72,65
Cotton,33,55,72
Rap seed,34,43,74
Sunflower,34,38,69
Black Gram,32,59,69
Rice,33,115,69
Barley,35,39,66
Field Pea,32,59,67
Sorghum,34,42,72
Gram,33,37,69
Field Pea,34,60,69
Gram,35,45,66
Millet,33,31,70
Sorghum,35,58,71
Millet,33,27,72
Rap seed,35,45,71
Rap seed,33,44,68
Barley,32,49,74
Barley,34,35,71
Groundnut,35,55,74
Groundnut,35,84,70
Barley,35,44,69
Gram,35,35,71
Rap seed,32,39,67
Maize,35,58,67
Green gram,35,64,73
Black Gram,34,56,73
Green gram,33,76,67
Barley,33,37,72
Gram,33,41,67
Field Pea,32,44,65
Groundnut,32,64,74
Sunflower,35,70,72
Mustard,32,40,66
Cotton,32,67,65
Green gram,35,70,68
SugarCane,32,277,72
Rap seed,32,37,72
Rap seed,32,38,74
Black Gram,34,49,72
Wheat,32,83,73
SugarCane,33,277,69
SugarCane,33,283,70
SugarCane,33,280,65
Rap seed,35,36,69
Sorghum,35,40,69
Maize,34,58,67
Black Gram,35,60,67
Gram,32,43,72
Rap seed,34,40,74
Soybean,33,60,65
Mustard,32,41,74
Black Gram,32,41,69
Sunflower,33,123,68
Green gram,35,62,68
Barley,35,49,72
Sunflower,32,147,68
Millet,35,26,66
Groundnut,34,50,71
Sunflower,34,39,68
Mustard,34,36,71
Sorghum,32,58,66
Barley,34,40,70
Rice,34,145,73
Maize,33,56,65
Wheat,35,82,73
Millet,35,35,70
Gram,35,43,74
Cotton,32,64,75
Soybean,34,75,73
Barley,34,50,71
Gram,32,43,71
Groundnut,32,97,70
Mustard,33,41,68
Maize,35,77,73
Wheat,35,72,68
Sorghum,34,48,65
Rice,32,128,74
Rap seed,33,40,72
Gram,33,41,65
Wheat,34,66,72
Barley,32,40,74
Soybean,33,60,71
Wheat,35,72,75
SugarCane,32,293,67
Sorghum,35,43,72
SugarCane,33,276,72
Sorghum,34,58,65
Wheat,33,74,73
Green gram,33,73,75
Wheat,32,83,74
Wheat,33,77,70
Gram,34,43,67
Sorghum,33,47,65
Soybean,35,60,71
Rap seed,34,42,65
Green gram,34,73,75
Sorghum,33,55,65
Gram,35,44,74
Black Gram,32,41,68
Sorghum,32,52,71
Green gram,32,72,74
Groundnut,35,90,71
Mustard,34,39,74
Cotton,35,53,71
SugarCane,32,289,71
Sunflower,35,99,69
Sunflower,33,123,74
Rap seed,35,40,73
Groundnut,34,88,72
Barley,34,49,70
Barley,33,38,72
Maize,32,76,65
Maize,32,75,69
Groundnut,34,73,72
Millet,34,34,75
SugarCane,33,272,73
Sunflower,34,131,72
Rap seed,33,43,69
Field Pea,33,58,71
Rice,33,141,70
Cotton,32,64,67
Green gram,34,68,65
Rice,32,147,69
Wheat,34,88,70
Mustard,32,38,68
Cotton,33,58,70
Rap seed,33,45,68
Wheat,34,63,74
Maize,32,64,69
Wheat,32,68,71
Green gram,33,64,74
Cotton,35,63,65
Mustard,35,37,71
Rap seed,34,39,73
Gram,35,39,71
Barley,34,46,67
Groundnut,33,57,72
Mustard,32,38,74
Rice,34,108,75
Rice,32,149,68
Millet,32,25,66
Rap seed,32,40,75
Wheat,35,85,68
Green gram,35,63,69
Maize,33,72,75
Black Gram,35,51,75
SugarCane,35,255,67
Green gram,33,78,75
Cotton,35,69,65
Cotton,33,60,69
Mustard,35,41,73
Cotton,33,70,65
Millet,33,32,66
Millet,35,26,66
Sorghum,32,41,69
SugarCane,33,299,66
Millet,32,33,68
SugarCane,34,252,68
Mustard,32,45,75
SugarCane,35,265,70
Rice,33,102,66
Groundnut,32,93,72
Green gram,33,60,72
Millet,34,33,67
Soybean,33,64,65
Millet,34,29,66
SugarCane,33,279,73
Sunflower,33,150,69
Millet,33,34,72
Gram,35,41,72
Barley,35,50,67
Millet,32,26,67
Wheat,32,78,72
Field Pea,34,56,74
Sunflower,32,143,69
Millet,34,29,65
Sorghum,33,51,71
Rice,32,149,66
Green gram,34,79,67
Black Gram,35,54,71
Sunflower,33,93,75
Groundnut,34,67,67
Sunflower,33,95,70
Sorghum,34,47,67
Green gram,35,64,75
Wheat,35,81,75
Cotton,32,68,69
Barley,35,48,66
Sorghum,32,54,68
Maize,33,56,69
Field Pea,32,58,65
Black Gram,33,45,75
Sunflower,34,51,67
Groundnut,32,74,71
Mustard,32,43,69
Sunflower,33,52,70
Mustard,34,35,73
Barley,35,49,67
Gram,33,39,68
Green gram,32,64,67
Millet,35,30,75
Wheat,34,70,71
Black Gram,33,40,66
Sunflower,32,119,65
SugarCane,34,276,72
Black Gram,32,51,67
Mustard,34,37,65
SugarCane,34,265,75
